,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,11.798,12.781,13.022,11.033,12.075,12.362,10.737
Continuum_2,14.256,14.493,14.684,13.804,14.751,17.248,15.410
Continuum_3,12.939,12.830,12.707,13.920,14.636,15.581,11.467
