,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,2.1294,207968.1156,3.8034,17.6355,4.6346
r_e error,7.9149,1988333.1878,5.6017,1.5167,1.6565
n error,0.3244,2958.1671,0.0917,0.6557,0.2637
x_0 error,0.2002,316248.7690,8.2393,0.1264,4.0433
