,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.2034,0.1286,0.0789,0.8924,0.1709
r_e error,0.3277,2.2214,3.7254,47.0467,3.4072
n error,0.1470,0.0501,0.8222,4.1037,0.1430
x_0 error,0.1714,3.4132,0.4311,0.0024,1.3179
