,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.6267,0.3219,0.0346,0.2551,0.3406
r_e,3.8970,50.0000,49.9994,11.1176,10.2417
n,0.3949,0.6895,1.9986,2.2130,0.6551
x_0,18.4427,34.8000,47.6309,67.2179,78.9667
