,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,3.2327,1.6448,16.8849,2.5978,8.2946
r_e,30.9297,16.9958,12.2269,8.6517,12.0500
n,1.3600,0.1000,0.1715,2.1684,0.9179
x_0,19.0494,29.1180,49.6255,67.6756,80.3141
