Name,Flux,Error_flux
Hbeta,2.4467709623949117,0.17149913522573076
Halpha,7.749786746423612,0.23447956410427812
[SII]6716,1.5575932549177223,0.1151250489941402
[SII]6731,1.0558195864520643,0.05819024130312696
HeII4687,0.11145047015137097,0.020370713855131495
HeI5876,0.3183771347913487,0.061894499968215264
[OIII]4959,3.089914497176463,0.44005725399598133
[OIII]5007,9.26974349152939,0.44005725399598133
[OI]6300,0.36020162050065446,0.02524809811532991
[OI]6364,0.12006720683355149,0.02524809811532991
[NII]6548,0.23793975990499888,0.04002343346644354
[NII]6583,0.7138192797149967,0.04002343346644354
