,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,5.216,7.345,13.715,18.321,13.960
Continuum_2,7.508,9.767,14.933,18.472,15.667
Continuum_3,4.140,8.305,15.202,22.801,18.872
