,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.011,0.014,0.021,0.020,0.016
Continuum_2,0.007,0.009,0.015,0.018,0.014
Continuum_3,0.011,0.008,0.011,0.013,0.010
