,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,12.354,12.719,12.703,11.033,12.395,12.796,10.737
Continuum_2,14.008,15.041,14.945,13.804,15.445,17.644,15.410
Continuum_3,12.217,12.960,12.428,13.920,14.673,15.795,11.467
