,SNR,Signal,Noise
Component_1,1069.256,38.008,0.036
Component_2,143.916,6.310,0.044
Component_3,233.648,9.640,0.041
Component_4,1390.821,104.688,0.075
Component_5,239.002,6.978,0.029
