Name,Flux,Error_flux
Hgamma,8.096183025543585,0.4100930333910261
Hbeta,21.068976395255653,2.2038828359214664
Halpha,108.53774621269596,1.6230518630389594
[SII]6716,15.419792810513497,0.784798345405826
[SII]6731,12.899957716590176,0.21543333006063314
HeII4687,0.18349849793482254,0.0366011019433337
HeI5876,2.5916104795860093,0.18022750836153056
[OIII]4959,2.8015221961772436,0.8368488913149285
[OIII]5007,8.40456658853173,0.8368488913149285
[OI]6300,1.1671391584727187,0.12689300919736374
[OI]6364,0.38904638615757287,0.12689300919736374
[NII]6548,12.381968125993847,0.6379898380923199
[NII]6583,37.14590437798154,0.6379898380923199
