,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.021,0.024,0.026,0.052,0.041
Continuum_2,0.014,0.017,0.021,0.041,0.032
Continuum_3,0.013,0.015,0.016,0.032,0.025
