,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.153,0.252,0.351,1.057,0.771
Continuum_2,0.133,0.221,0.296,0.915,0.664
Continuum_3,0.106,0.183,0.240,0.775,0.561
