,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.389,10.634,13.326,20.298,18.620
Continuum_2,9.328,13.104,14.293,22.585,20.876
Continuum_3,8.096,12.444,14.761,24.230,22.371
