,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.967,10.324,13.132,20.313,19.324
Continuum_2,9.691,13.171,14.819,23.456,20.672
Continuum_3,8.569,12.537,15.598,24.403,21.933
