,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.146,0.136,0.137,0.184,0.171
Continuum_2,0.127,0.126,0.127,0.158,0.137
Continuum_3,0.095,0.105,0.110,0.118,0.095
