,SNR,Signal,Noise
Component_1,95.208,1.109,0.012
Component_2,392.793,5.836,0.015
Component_3,127.171,2.463,0.019
Component_4,297.392,4.255,0.014
Component_5,61.063,0.714,0.012
Component_6,225.769,4.178,0.019
Component_7,340.057,3.457,0.010
