,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,6.185,7.353,7.428,8.539,6.627,9.555,8.361,0.025,0.040,0.038,0.051,0.027,0.060,0.042,0.004,0.005,0.005,0.006,0.004,0.006,0.005
Continuum_2,8.108,10.456,9.914,10.526,8.668,13.615,10.582,0.024,0.038,0.036,0.045,0.026,0.053,0.035,0.003,0.004,0.004,0.004,0.003,0.004,0.003
Continuum_3,6.969,9.001,8.478,10.266,8.680,10.977,9.135,0.019,0.032,0.032,0.038,0.024,0.041,0.025,0.003,0.004,0.004,0.004,0.003,0.004,0.003
