,SNR,Signal,Noise
Component_1,37.439,0.882,0.024
Component_2,70.948,1.295,0.018
Component_3,46.956,0.771,0.016
Component_4,10.262,0.216,0.021
Component_5,21.204,0.524,0.025
Component_6,84.415,1.849,0.022
Component_7,57.316,1.324,0.023
