,SNR,Signal,Noise
Component_1,31.567,0.605,0.019
Component_2,124.906,3.216,0.026
Component_3,57.833,1.250,0.022
Component_4,27.173,0.379,0.014
Component_5,14.146,0.266,0.019
Component_6,61.650,1.059,0.017
Component_7,62.327,1.793,0.029
