,SNR,Signal,Noise
Component_1,30.413,0.347,0.011
Component_2,65.558,0.806,0.012
Component_3,57.068,0.524,0.009
Component_4,23.065,0.293,0.013
Component_5,25.282,0.529,0.021
Component_6,96.622,0.947,0.010
Component_7,35.977,0.462,0.013
