,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.713,6.397,6.054,4.940
Continuum_2,9.655,9.699,10.513,8.855
Continuum_3,10.056,9.867,7.821,8.108
