Name,Flux,Error_flux
Hgamma,1.2613555260709484,0.10554122462965931
Hbeta,2.840381344519932,0.10052280274347428
Halpha,12.103561289742133,0.16633109954955427
[SII]6716,1.8195845755385132,0.04529570987897577
[SII]6731,1.3355202067656393,0.05487030192479472
HeII4687,0.0,0.03276951158475204
HeI5876,0.45870551192624226,0.050220212574168165
[OIII]4959,1.0169901821051184,0.2824552866936911
[OIII]5007,3.050970546315355,0.2824552866936911
[OI]6300,0.134476066075242,0.028670121679497763
[OI]6364,0.044825355358414004,0.028670121679497763
[NII]6548,0.8872902931388941,0.12426093185035565
[NII]6583,2.661870879416682,0.12426093185035565
