,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.209,0.201,0.152,0.149
Continuum_2,0.196,0.201,0.150,0.162
Continuum_3,0.168,0.175,0.131,0.142
