,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1395,2.4733,3.7140,0.9222,1.4102
r_e,16.4486,2.6090,8.5281,5.5683,49.9702
n,1.6799,0.2377,0.1000,3.1558,1.5914
x_0,16.6389,23.0506,37.9791,50.0570,58.7915
