,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0550,0.1500,0.5635,0.5529,13.5289
r_e,46.1569,16.2866,4.4201,18.0949,0.6631
n,2.0867,2.2527,0.1250,0.8900,0.7221
x_0,15.7202,24.5062,31.3288,51.6265,58.8982
