,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0371,0.1183,0.1098,0.0342,0.1789
r_e,1.1560,6.9535,49.8738,47.7125,6.6418
n,2.3101,1.1424,0.9933,2.4446,3.0021
x_0,15.9003,24.5968,32.1465,49.2932,58.7464
