,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1447,1.1123,4.7572,0.9484,1.4751
r_e,23.9645,6.7656,8.1217,5.8866,43.0154
n,1.2256,0.8762,0.1177,3.1832,1.6812
x_0,16.6192,21.8370,37.8968,49.1658,57.9295
