,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0036,0.1270,0.0698,0.0142,0.0359
r_e,0.8807,2.1881,49.4822,30.7115,49.2717
n,6.9371,0.7003,1.1177,3.1802,2.2148
x_0,15.8900,24.3158,33.3346,50.2551,59.6869
