,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2164,0.1396,0.0623,0.0112,0.0192
r_e,0.2756,1.3544,49.8583,40.2167,49.7042
n,1.4383,0.5242,1.0467,3.3062,2.9070
x_0,18.0614,24.1067,33.4414,50.1804,59.6129
