,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.5354,1.0258,4.3758,2.0994,2.0050
r_e,7.7188,18.8584,9.1399,4.4625,47.8853
n,1.4633,0.1019,0.2339,2.5008,1.6082
x_0,19.9989,27.5110,37.8642,49.6361,58.4707
