Name,Flux,Error_flux
Hgamma,1.229567972605156,0.1185931436208623
Hbeta,2.8249765933625133,0.1161863099796158
Halpha,12.005943780085936,0.22994436747116354
[SII]6731_d1,0.11237715985279197,0.08746462500548086
[SII]6731_d2,2.9652674367666028,0.07869393282668947
HeII4687,0.0,0.03343667667558635
HeI5876,0.43830769321305524,0.04341331915381381
[OIII]4959,0.991767630515663,0.2863800253614334
[OIII]5007,2.975302891546989,0.2863800253614334
[OI]6300,0.1370218487182362,0.025786439472937774
[OI]6364,0.0456739495727454,0.025786439472937774
[NII]6548,0.8641448471632486,0.08055459473071648
[NII]6583,2.592434541489746,0.08055459473071648
