Name,Flux,Error_flux
Hgamma,1.846346075173688,0.1837735436337067
Hbeta,4.756336563815585,0.3014066809615136
Halpha,20.641553035997454,0.2978978757584099
[SII]6731_d1,0.06770515862131758,0.07247200467265916
[SII]6731_d2,4.939315976297006,0.12875486599718278
HeII4687,0.0,0.010140011731013332
HeI5876,0.7103783524164051,0.030454515582578518
[OIII]4959,2.1494481869264765,0.7175234200752363
[OIII]5007,6.44834456077943,0.7175234200752363
[OI]6300,0.15362271725712529,0.038324048865751116
[OI]6364,0.051207572419041766,0.038324048865751116
[NII]6548,1.432561874008495,0.11481722878580633
[NII]6583,4.297685622025485,0.11481722878580633
