,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,5.065,3.338,8.439,2.782,0.181,0.108,0.307,0.084,0.036,0.032,0.036,0.030
Continuum_2,9.564,7.171,15.669,5.979,0.181,0.133,0.355,0.115,0.019,0.019,0.023,0.019
Continuum_3,9.742,7.511,19.866,7.437,0.149,0.110,0.341,0.097,0.015,0.015,0.017,0.013
