Name,Flux,Error_flux
Hgamma,1.3685279802473704,3.88352175712411
Hbeta,4.623369381594128,2.584640457303572
Halpha,12.717469359970508,1.9331956642868957
[SII]6731_d1,1.5118339648190404,3.551960793983111
[SII]6731_d2,2.0061333308727134,3.6588008033286785
HeII4687,0.0,2.9422639271063282
HeI5876,0.24326382459026138,1.722376914192124
[OIII]4959,1.0039805804910924,0.7444488084052535
[OIII]5007,3.011941741473277,2.2333464252157604
[OI]6300,0.503148720814073,1.4350500377471813
[OI]6364,0.16771624027135767,0.4783500125823938
[NII]6548,1.6646667350107378,0.5151926923112121
[NII]6583,4.994000205032213,1.5455780769336362
