,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,16.371,13.612,13.702,22.142,18.342
Continuum_2,19.061,16.678,16.786,24.090,20.931
Continuum_3,17.376,17.158,19.471,16.509,17.277
