Name,Flux,Error flux
Hgamma,0.8717265925219784,0.0615508348811925
Hbeta,2.128807512235493,0.20161131800867443
Halpha,8.020654634413013,0.17978428986424205
[SII]6716,1.8608064625813563,0.07712636377320128
[SII]6731,1.2303818571795824,0.05761384124126773
HeII4687,0.04432073620217748,0.018438726295956206
HeI5876,0.12462202117978348,0.026086842939780055
[OIII]5007_d,0.9368863078840739,0.05232432501237439
[OI]6300_d,0.2579716070851726,0.05738933778520937
[NII]6583_d,3.5882754721016834,0.0865475616094286
