,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,14.850,12.404,15.400,19.507,17.342
Continuum_2,19.325,15.750,18.903,20.893,20.118
Continuum_3,16.917,14.979,19.421,19.657,18.885
