,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,19.845,15.215,14.045,22.034,18.775
Continuum_2,21.344,18.709,17.887,24.374,21.895
Continuum_3,18.800,17.320,18.171,16.260,18.632
