,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7
Continuum_1,4.942,9.515,11.223,16.345,11.843,11.113,8.468,0.028,0.080,0.082,0.196,0.096,0.079,0.048,0.006,0.008,0.007,0.012,0.008,0.007,0.006
Continuum_2,5.299,9.622,10.668,14.746,13.447,11.124,8.656,0.027,0.068,0.071,0.153,0.092,0.069,0.045,0.005,0.007,0.007,0.010,0.007,0.006,0.005
Continuum_3,3.770,6.579,7.253,12.068,10.730,8.384,4.509,0.024,0.057,0.062,0.123,0.085,0.059,0.039,0.006,0.009,0.009,0.010,0.008,0.007,0.009
