,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.004,0.008,0.015,0.028,0.061,0.126,0.235,0.161,0.216,0.134,0.122,0.294,0.601,0.133,0.036,0.019,0.011,0.006,0.005,0.002
Continuum_2,0.007,0.010,0.016,0.029,0.065,0.106,0.160,0.135,0.163,0.108,0.104,0.286,0.328,0.070,0.028,0.015,0.010,0.008,0.007,0.005
Continuum_3,0.007,0.009,0.015,0.027,0.061,0.093,0.128,0.123,0.133,0.095,0.094,0.261,0.236,0.049,0.023,0.013,0.008,0.007,0.005,0.004
