,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.485,1.008,1.705,3.037,6.160,9.639,10.674,9.497,12.917,9.610,10.176,16.993,10.677,7.213,2.649,2.157,1.568,0.867,0.574,0.213
Continuum_2,1.076,1.623,2.240,4.255,7.459,11.487,11.229,11.630,12.917,10.946,11.899,20.287,10.296,7.058,3.970,2.366,1.531,1.234,1.087,0.740
Continuum_3,1.246,1.439,2.531,4.045,8.389,10.011,11.055,11.830,12.619,10.287,11.282,19.901,12.190,5.508,3.351,1.916,1.311,1.226,0.918,0.643
