Name,Flux,Error flux
Hgamma,0.2556453707078345,0.008721032616786419
Hbeta,0.7442986732633927,0.011108709342106797
Halpha,1.7888948014784927,0.01010448967846824
[SII]6731_d1,0.14164174991566766,0.005115566422049788
[SII]6731_d2,0.38778790244602707,0.006669294357224413
HeII4687,0.0,0.002472269875029379
HeI5876,0.050326521265395656,0.003134722163541954
[OIII]5007_d,0.5469096379006827,0.00503026641398489
[OI]6300_d,0.09444080319857649,0.0038082983388337144
[NII]6583_d,0.8917016829037204,0.003599229481151885
