,SNR,Signal,Noise
Component_1,139.576,55.639,0.399
Component_2,,0.000,
Component_3,20.687,41.036,1.984
Component_4,27.768,39.632,1.427
Component_5,73.131,40.204,0.550
Component_6,25.547,7.815,0.306
