,SNR,Signal,Noise
Component_1,26.146,13.334,0.510
Component_2,,0.000,
Component_3,7.896,38.566,4.884
Component_4,9.837,28.217,2.868
Component_5,19.480,29.267,1.502
Component_6,9.129,3.406,0.373
