,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,16.350,5.254,0.000,0.000,0.000
Green,1.047,15.561,0.000,0.000,0.000
Purple,39.585,43.142,85.912,3.520,3.020
Orange,43.013,36.039,14.086,96.384,90.764
Chocolate,0.004,0.004,0.002,0.096,6.216
