,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,19.834,5.828,0.000,0.000,0.000
Green,14.576,25.111,0.000,0.000,0.000
Purple,30.174,37.494,87.560,3.819,2.359
Orange,35.415,31.568,12.440,96.181,69.082
Chocolate,0.000,0.000,0.000,0.000,28.560
