,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,27.588,5.871,0.000,0.000,0.000
Green,28.998,45.863,0.000,0.000,0.000
Purple,26.311,33.900,96.524,4.491,2.319
Orange,17.103,14.365,3.476,95.479,71.357
Chocolate,0.000,0.000,0.000,0.030,26.323
