,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,46.307,0.089,0.000,0.000,0.000
Green,9.682,52.661,0.000,0.000,0.000
Purple,24.937,33.459,99.134,7.101,1.000
Orange,19.075,13.791,0.866,90.767,17.497
Chocolate,0.000,0.000,0.000,2.131,81.503
