,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,22.964,0.716,0.000,0.000,0.000
Green,0.028,25.499,0.000,0.000,0.000
Purple,36.623,40.465,88.287,3.424,2.898
Orange,40.381,33.315,11.711,96.507,87.163
Chocolate,0.004,0.004,0.001,0.070,9.940
