,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,17.876,8.466,0.000,0.000,0.000
Green,15.317,24.036,0.000,0.000,0.000
Purple,30.904,36.279,86.301,3.859,2.494
Orange,35.902,31.218,13.699,96.133,72.985
Chocolate,0.000,0.000,0.000,0.008,24.521
