,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,57.919,6.201,0.002,0.000,0.000
Green,20.534,64.127,0.000,0.000,0.000
Purple,13.829,23.025,98.966,3.995,1.179
Orange,7.718,6.647,1.033,96.005,56.098
Chocolate,0.000,0.000,0.000,0.000,42.722
