Line,Flux,Error flux
Hgamma,0.995213594772278,0.2338030017159528
Hbeta,2.678557147262465,0.24560842069031066
Halpha,10.137953112851243,0.2674257422516035
[SII]6716,1.5954860755598137,0.12807683112867413
[SII]6731,1.1445532221784798,0.10190795253772468
HeII4687,0.04584179698584337,0.01127443464697274
HeI5876,0.3565439488238087,0.027834959061066526
[OIII]5007_d,3.979766189264135,0.27701521690199554
[OI]6300_d,0.27574606624100995,0.013754385714826293
[NII]6583_d,3.290504888758586,0.18410677958982777
