,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,14.969,16.330,13.220,17.630,7.782
Continuum_2,11.940,20.183,16.466,18.231,10.698
Continuum_3,13.467,22.729,16.715,20.829,8.816
