,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.995,9.259,22.245,18.284,0.110,0.158,0.697,0.477,0.016,0.017,0.031,0.026
Continuum_2,7.857,11.547,22.904,19.321,0.093,0.137,0.619,0.421,0.012,0.012,0.027,0.022
Continuum_3,7.490,10.560,24.035,19.978,0.074,0.113,0.534,0.363,0.010,0.011,0.022,0.018
