,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,22.982,17.893,16.510,26.409,23.435
Continuum_2,23.410,20.575,19.262,26.829,24.137
Continuum_3,20.151,18.963,20.863,17.616,20.354
