,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.978,0.596,0.734,1.338,0.973
Continuum_2,0.835,0.573,0.728,1.117,0.814
Continuum_3,0.733,0.549,0.717,0.976,0.698
