,SNR,Signal,Noise
Component_1,-2.046,-0.060,0.029
Component_2,8.778,0.133,0.015
Component_3,73.769,1.245,0.017
Component_4,95.562,2.431,0.025
Component_5,9.932,0.174,0.017
