,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0555,0.2493,0.1814,0.0784,0.4763
r_e,24.3693,7.1219,1.4894,37.8572,3.6559
n,2.5491,1.5344,0.5269,0.1000,0.1183
x_0,61.0325,96.3852,19.5674,50.0000,52.0000
