,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.165,0.816,0.359,0.168
Continuum_2,0.218,0.797,0.315,0.151
Continuum_3,0.232,0.715,0.271,0.132
