Name,Flux,Error flux
Hgamma,0.613880962181369,0.04889140266634702
Hbeta,1.6987717734767382,0.16090716670926294
Halpha,9.80217462175253,0.17804645754405016
[SII]6716,1.508444246909092,0.044652632647661845
[SII]6731,1.170923446771986,0.044751414528912535
HeII4687,0.004453564551309012,0.011977855929639559
HeI5876,0.27884945651852633,0.029178087725325423
[OIII]5007_d,1.578060704310615,0.1010837789413276
[OI]6300_d,0.3680757970766557,0.04468530854798528
[NII]6583_d,3.676311919186915,0.06640075676623966
