,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,11.435,23.544,18.392,14.183
Continuum_2,15.072,22.187,14.988,13.794
Continuum_3,16.474,28.563,20.568,16.512
