Name,Flux,Error_flux
Hbeta,72.62301728249368,3.744749163790527
Halpha,278.5233374258314,11.995724338490351
[SII]6716,26.108044224944326,0.5554101115752246
[SII]6731,20.469346699338555,1.1808592642465892
HeII4687,0.7472859830846239,0.07442733712411967
HeI5876,10.826373145593955,0.3734569738414446
[OIII]4959,53.844860332644075,3.117725044085819
[OIII]5007,161.5345809979322,3.117725044085819
[OI]6300,1.669148701863906,0.16667669448884448
[OI]6364,0.556382900621302,0.16667669448884448
[NII]6548,13.465109729192422,2.1935287909706296
[NII]6583,40.39532918757727,2.1935287909706296
