,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.261,3.200,9.730,3.209
Continuum_2,9.054,7.108,18.272,6.755
Continuum_3,8.831,6.449,21.216,7.839
